vertice;s;UF;tipo;d;o
SUP_0_in;0;PA;origem;0.0;1
SUP_0_in;1;PA;origem;0.0;1
SUP_0_in;2;PA;origem;0.0;1
SUP_0_in;3;PA;origem;0.0;1
SUP_0_in;4;PA;origem;0.0;1
SUP_0_in;5;PA;origem;0.0;1
SUP_0_in;6;PA;origem;0.0;1
SUP_0_in;7;PA;origem;0.0;1
SUP_0_in;8;PA;origem;0.0;1
SUP_0_in;9;PA;origem;0.0;1
SUP_0_in;10;PA;origem;0.0;1
SUP_0_in;11;PA;origem;0.0;1
SUP_0_in;12;PA;origem;0.0;1
SUP_0_in;13;PA;origem;0.0;1
SUP_0_in;14;PA;origem;0.0;1
SUP_0_in;15;PA;origem;0.0;1
SUP_0_in;16;PA;origem;0.0;1
SUP_0_in;17;PA;origem;0.0;1
SUP_0_in;18;PA;origem;0.0;1
SUP_0_in;19;PA;origem;0.0;1
SUP_0_in;20;PA;origem;0.0;1
SUP_0_in;21;PA;origem;0.0;1
SUP_0_in;22;PA;origem;0.0;1
SUP_0_in;23;PA;origem;0.0;1
SUP_0_in;24;PA;origem;0.0;1
SUP_0_in;25;PA;origem;0.0;1
SUP_0_in;26;PA;origem;0.0;1
SUP_0_in;27;PA;origem;0.0;1
SUP_0_in;28;PA;origem;0.0;1
SUP_0_in;29;PA;origem;0.0;1
SUP_0_in;30;PA;origem;0.0;1
SUP_0_in;31;PA;origem;0.0;1
SUP_0_in;32;PA;origem;0.0;1
SUP_0_in;33;PA;origem;0.0;1
SUP_0_in;34;PA;origem;0.0;1
SUP_0_in;35;PA;origem;0.0;1
SUP_0_in;36;PA;origem;0.0;1
SUP_0_in;37;PA;origem;0.0;1
SUP_0_in;38;PA;origem;0.0;1
SUP_0_in;39;PA;origem;0.0;1
SUP_0_in;40;PA;origem;0.0;1
SUP_0_in;41;PA;origem;0.0;1
SUP_0_in;42;PA;origem;0.0;1
SUP_0_in;43;PA;origem;0.0;1
SUP_0_in;44;PA;origem;0.0;1
SUP_0_in;45;PA;origem;0.0;1
SUP_0_in;46;PA;origem;0.0;1
SUP_0_in;47;PA;origem;0.0;1
SUP_0_in;48;PA;origem;0.0;1
SUP_0_in;49;PA;origem;0.0;1
SUP_0_in;50;PA;origem;0.0;1
SUP_0_in;51;PA;origem;0.0;1
SUP_0_in;52;PA;origem;0.0;1
SUP_0_in;53;PA;origem;0.0;1
SUP_0_in;54;PA;origem;0.0;1
SUP_0_in;55;PA;origem;0.0;1
SUP_0_in;56;PA;origem;0.0;1
SUP_0_in;57;PA;origem;0.0;1
SUP_0_in;58;PA;origem;0.0;1
SUP_0_in;59;PA;origem;0.0;1
SUP_0_in;60;PA;origem;0.0;1
SUP_0_in;61;PA;origem;0.0;1
SUP_0_in;62;PA;origem;0.0;1
SUP_0_in;63;PA;origem;0.0;1
SUP_0_in;64;PA;origem;0.0;1
SUP_0_in;65;PA;origem;0.0;1
SUP_0_in;66;PA;origem;0.0;1
SUP_0_in;67;PA;origem;0.0;1
SUP_0_in;68;PA;origem;0.0;1
SUP_0_in;69;PA;origem;0.0;1
SUP_0_in;70;PA;origem;0.0;1
SUP_0_in;71;PA;origem;0.0;1
SUP_0_in;72;PA;origem;0.0;1
SUP_0_in;73;PA;origem;0.0;1
SUP_0_in;74;PA;origem;0.0;1
SUP_0_in;75;PA;origem;0.0;1
SUP_0_in;76;PA;origem;0.0;1
SUP_0_in;77;PA;origem;0.0;1
SUP_0_in;78;PA;origem;0.0;1
SUP_0_in;79;PA;origem;0.0;1
SUP_0_in;80;PA;origem;0.0;1
SUP_0_in;81;PA;origem;0.0;1
SUP_0_in;82;PA;origem;0.0;1
SUP_0_in;83;PA;origem;0.0;1
SUP_0_in;84;PA;origem;0.0;1
SUP_0_in;85;PA;origem;0.0;1
SUP_0_in;86;PA;origem;0.0;1
SUP_0_in;87;PA;origem;0.0;1
SUP_0_in;88;PA;origem;0.0;1
SUP_0_in;89;PA;origem;0.0;1
SUP_0_in;90;PA;origem;0.0;1
SUP_0_in;91;PA;origem;0.0;1
SUP_0_in;92;PA;origem;0.0;1
SUP_0_in;93;PA;origem;0.0;1
SUP_0_in;94;PA;origem;0.0;1
SUP_0_in;95;PA;origem;0.0;1
SUP_0_in;96;PA;origem;0.0;1
SUP_0_in;97;PA;origem;0.0;1
SUP_0_in;98;PA;origem;0.0;1
SUP_0_in;99;PA;origem;0.0;1
SUP_1_in;0;PE;origem;0.0;1
SUP_1_in;1;PE;origem;0.0;1
SUP_1_in;2;PE;origem;0.0;1
SUP_1_in;3;PE;origem;0.0;1
SUP_1_in;4;PE;origem;0.0;1
SUP_1_in;5;PE;origem;0.0;1
SUP_1_in;6;PE;origem;0.0;1
SUP_1_in;7;PE;origem;0.0;1
SUP_1_in;8;PE;origem;0.0;1
SUP_1_in;9;PE;origem;0.0;1
SUP_1_in;10;PE;origem;0.0;1
SUP_1_in;11;PE;origem;0.0;1
SUP_1_in;12;PE;origem;0.0;1
SUP_1_in;13;PE;origem;0.0;1
SUP_1_in;14;PE;origem;0.0;1
SUP_1_in;15;PE;origem;0.0;1
SUP_1_in;16;PE;origem;0.0;1
SUP_1_in;17;PE;origem;0.0;1
SUP_1_in;18;PE;origem;0.0;1
SUP_1_in;19;PE;origem;0.0;1
SUP_1_in;20;PE;origem;0.0;1
SUP_1_in;21;PE;origem;0.0;1
SUP_1_in;22;PE;origem;0.0;1
SUP_1_in;23;PE;origem;0.0;1
SUP_1_in;24;PE;origem;0.0;1
